index,categorie_hdv,category_philo_y,category_educ_y,category_body,category_gen
5366,0,5,4,5,3
5367,2,0,5,2,2
5368,1,1,0,2,0
5369,4,1,1,2,2
5370,0,5,4,1,3
5371,2,1,0,5,0
5372,0,0,1,2,2
5373,3,3,0,3,0
5374,0,1,1,4,2
5375,1,1,0,0,0
5376,3,1,0,5,1
5377,3,4,0,5,0
5378,3,2,2,1,4
5379,0,5,4,5,3
5380,2,1,1,0,2
5381,0,1,0,0,0
5382,0,1,3,5,2
5383,0,2,2,3,4
5384,1,1,5,0,2
5385,1,0,0,3,0
5386,0,2,2,4,4
5387,2,4,1,0,2
5388,3,0,0,1,0
5389,2,5,4,0,3
5390,1,2,2,4,4
5391,0,1,1,3,2
5392,0,0,0,1,0
5393,3,2,2,4,4
5394,3,2,2,2,4
5395,3,1,0,5,1
5396,3,2,2,4,4
5397,5,2,2,4,4
5398,2,1,3,3,2
5399,3,2,2,4,4
5400,3,5,5,5,3
5401,3,2,2,4,4
5402,3,4,0,0,0
5403,3,1,4,2,1
5404,0,5,4,0,3
5405,0,1,0,0,0
5406,3,0,1,2,1
5407,0,1,1,1,2
5408,1,1,1,0,2
5409,3,0,1,3,1
5410,3,0,4,3,1
5411,3,2,2,1,4
5412,3,1,5,5,1
5413,2,0,3,0,2
5414,0,1,3,3,2
5415,3,2,2,4,4
5416,3,1,0,3,1
5417,3,5,4,1,3
5418,1,2,2,3,4
5419,1,3,3,5,2
5420,3,4,5,1,1
5421,0,4,5,1,2
5422,3,1,0,2,1
5423,3,1,3,3,1
5424,3,5,4,5,3
5425,5,1,0,5,0
5426,0,2,2,4,4
5427,3,2,2,1,4
5428,3,1,3,1,1
5429,3,3,0,5,0
5430,2,1,1,3,2
5431,0,2,2,4,4
5432,3,2,2,3,4
5433,2,1,1,4,2
5434,0,1,0,2,0
5435,0,1,3,1,2
5436,3,5,4,2,3
5437,3,2,2,3,4
5438,2,0,3,1,2
5439,0,0,0,1,0
5440,3,1,0,2,1
5441,3,1,0,5,1
5442,3,2,2,4,4
5443,5,3,0,1,0
5444,0,4,0,3,0
5445,3,2,2,3,4
5446,0,4,3,3,2
5447,3,2,2,4,4
5448,3,0,1,5,1
5449,2,3,5,5,2
5450,0,1,5,1,2
5451,5,1,0,5,0
5452,0,1,0,3,0
5453,1,3,0,5,0
5454,0,1,5,3,2
5455,0,2,2,4,4
5456,3,2,2,4,4
5457,3,0,0,5,0
5458,3,1,1,4,1
5459,3,3,0,5,0
5460,3,3,4,3,3
5461,0,5,4,1,3
5462,0,1,5,3,2
5463,3,2,2,4,4
5464,1,5,4,0,3
5465,3,5,5,2,1
5466,3,2,2,4,4
5467,3,1,1,4,1
5468,0,3,0,3,0
5469,0,1,3,4,2
5470,2,0,0,0,0
5471,5,5,4,5,3
5472,1,1,0,1,0
5473,3,2,2,3,4
5474,1,0,3,3,2
5475,0,1,0,1,0
5476,0,0,0,1,0
5477,0,1,0,1,0
5478,1,3,3,1,2
5479,1,5,4,5,3
5480,0,4,3,3,2
5481,3,3,1,2,1
5482,5,4,0,1,0
5483,0,1,0,5,0
5484,2,0,3,5,2
5485,3,4,0,3,0
5486,3,1,0,5,1
5487,3,5,4,1,3
5488,1,3,0,2,0
5489,0,2,2,1,4
5490,3,4,0,3,0
5491,2,4,0,5,0
5492,3,5,4,5,3
5493,2,4,3,1,2
5494,3,3,4,0,3
5495,0,1,0,0,0
5496,3,1,5,0,1
5497,3,4,3,3,1
5498,3,1,3,3,1
5499,3,2,2,4,4
5500,3,5,4,1,3
5501,0,1,0,1,0
5502,0,1,5,0,2
5503,3,5,4,2,3
5504,3,3,0,1,0
5505,2,5,4,5,3
5506,0,1,5,5,2
5507,3,0,1,4,1
5508,0,4,3,5,2
5509,0,5,4,1,3
5510,0,1,3,0,2
5511,0,1,0,5,0
5512,3,1,0,2,1
5513,3,2,2,2,4
5514,3,1,0,2,1
5515,3,3,1,4,1
5516,2,0,0,5,0
5517,3,1,5,0,1
5518,0,2,2,3,4
5519,0,1,1,5,2
5520,3,4,0,5,0
5521,0,1,4,5,2
5522,0,1,0,2,0
5523,0,1,3,5,2
5524,0,1,5,3,2
5525,3,0,0,1,0
5526,0,1,1,4,2
5527,3,1,0,3,1
5528,0,1,5,2,2
5529,1,1,1,4,2
5530,0,5,5,5,2
5531,2,4,0,0,0
5532,2,1,0,0,0
5533,0,1,0,5,0
5534,3,1,1,3,1
5535,1,3,1,5,2
5536,3,1,3,0,1
5537,1,1,3,3,2
5538,3,1,0,2,1
5539,0,1,0,1,0
5540,3,0,0,1,0
5541,0,5,5,1,2
5542,1,0,3,3,2
5543,1,5,4,5,3
5544,0,0,0,1,0
5545,3,2,2,4,4
5546,3,4,0,2,0
5547,3,1,0,1,1
5548,2,4,0,1,0
5549,3,4,3,3,1
5550,3,4,0,0,0
5551,3,4,0,0,0
5552,3,0,1,4,1
5553,2,1,0,5,0
5554,0,1,3,4,2
5555,5,0,4,1,3
5556,3,1,5,1,1
5557,3,1,3,5,1
5558,0,1,5,2,2
5559,3,0,4,5,3
5560,0,5,5,0,2
5561,4,1,0,3,0
5562,3,3,3,3,1
5563,3,1,3,1,1
5564,0,2,2,3,4
5565,3,2,2,2,4
5566,3,4,1,3,1
5567,0,1,0,0,0
5568,0,2,2,2,4
5569,3,0,1,4,1
5570,3,1,1,3,1
5571,3,1,0,1,1
5572,5,2,2,4,4
5573,0,2,2,4,4
5574,3,4,0,5,0
5575,0,1,3,5,2
5576,3,0,1,4,1
5577,3,4,0,1,0
5578,3,2,2,4,4
5579,0,4,0,2,0
5580,3,5,4,5,3
5581,0,2,2,3,4
5582,1,0,0,3,0
5583,0,5,5,0,2
5584,0,1,5,3,2
5585,3,3,0,1,0
5586,3,2,2,4,4
5587,2,1,0,1,0
5588,5,0,0,1,0
5589,0,5,4,1,3
5590,3,1,1,3,1
5591,3,2,2,4,4
5592,2,1,0,1,0
5593,0,3,4,3,3
5594,0,3,1,0,2
5595,3,4,5,1,1
5596,0,4,3,4,2
5597,1,2,2,3,4
5598,0,1,5,0,2
5599,3,0,3,3,1
5600,3,5,4,0,3
5601,0,3,1,3,2
5602,0,1,3,3,2
5603,0,2,2,2,4
5604,0,1,0,1,0
5605,0,3,4,1,3
5606,0,1,5,1,2
5607,3,1,5,1,1
5608,2,0,0,2,0
5609,0,1,3,2,2
5610,0,1,5,2,2
5611,2,0,0,0,0
5612,3,3,3,3,1
5613,3,2,2,4,4
5614,3,2,2,3,4
5615,0,1,5,3,2
5616,3,1,0,1,1
5617,0,1,5,4,2
5618,0,1,5,5,2
5619,0,1,1,4,2
5620,0,1,0,2,0
5621,3,2,2,1,4
5622,0,1,0,1,0
5623,3,4,3,3,1
5624,1,1,0,1,0
5625,0,1,0,5,0
5626,3,1,0,1,1
5627,3,0,0,3,0
5628,3,2,2,2,4
5629,1,1,0,2,0
5630,3,2,2,3,4
5631,0,2,2,1,4
5632,3,2,2,3,4
5633,2,0,4,5,3
5634,2,5,4,0,3
5635,0,1,5,5,2
5636,2,4,1,4,2
5637,0,1,0,5,0
5638,3,3,3,0,1
5639,0,1,4,3,2
5640,0,4,0,3,0
5641,0,5,4,1,3
5642,3,0,3,1,1
5643,0,1,5,4,2
5644,3,2,2,3,4
5645,0,0,3,1,2
5646,3,0,5,2,1
5647,2,1,5,5,2
5648,3,0,3,1,1
5649,3,1,3,3,1
5650,5,3,4,0,3
5651,3,1,5,3,1
5652,0,0,0,0,0
5653,0,0,4,1,3
5654,3,2,2,1,4
5655,0,2,2,4,4
5656,0,1,0,5,0
5657,3,5,4,0,3
5658,2,0,0,1,0
5659,0,4,3,3,2
5660,0,1,5,0,2
5661,2,5,4,5,3
5662,0,4,4,5,3
5663,3,1,1,3,1
5664,3,1,3,3,1
5665,3,2,2,1,4
5666,3,2,2,4,4
5667,3,0,0,2,0
5668,3,1,0,5,1
5669,0,0,3,0,2
5670,3,0,1,4,1
5671,2,1,5,3,2
5672,5,1,0,1,0
5673,3,3,3,5,1
5674,3,2,2,1,4
5675,3,0,0,3,0
5676,3,1,1,1,1
5677,3,5,4,1,3
5678,0,1,3,4,2
5679,3,1,0,1,1
5680,1,1,3,0,2
5681,3,0,0,1,0
5682,0,4,3,3,2
5683,1,2,2,4,4
5684,5,1,3,1,2
5685,2,1,0,1,0
5686,4,3,1,4,2
5687,0,1,5,3,2
5688,5,0,0,1,0
5689,3,1,3,1,1
5690,2,5,4,1,3
5691,3,1,5,1,1
5692,0,0,0,5,0
5693,0,4,3,5,2
5694,5,3,3,2,2
5695,3,5,4,1,3
5696,3,1,0,1,1
5697,3,0,0,5,0
5698,5,2,2,3,4
5699,3,0,0,1,0
5700,3,4,0,1,0
5701,3,2,2,4,4
5702,3,2,2,3,4
5703,3,4,0,0,0
5704,1,2,2,4,4
5705,0,1,1,4,2
5706,1,1,1,2,2
5707,3,0,1,5,1
5708,5,5,4,0,3
5709,0,1,5,1,2
5710,0,5,5,0,2
5711,3,5,4,2,3
5712,0,1,3,3,2
5713,2,1,4,3,2
5714,1,2,2,4,4
5715,3,0,0,1,0
5716,1,1,0,5,0
5717,0,4,0,3,0
5718,3,1,0,3,1
5719,3,4,0,3,0
5720,3,1,0,5,1
5721,3,2,2,4,4
5722,0,0,0,0,0
5723,3,4,0,3,0
5724,3,1,0,5,1
5725,0,0,4,0,3
5726,3,1,0,3,1
5727,3,1,0,1,1
5728,3,0,1,1,1
5729,2,5,4,1,3
5730,3,1,4,5,1
5731,3,0,1,1,1
5732,0,4,3,1,2
5733,3,1,0,5,1
5734,0,4,1,4,2
5735,0,0,5,1,2
5736,0,1,1,1,2
5737,3,0,3,1,1
5738,3,4,3,5,1
5739,3,1,0,5,1
5740,2,1,0,5,0
5741,3,1,5,0,1
5742,3,1,0,1,1
5743,0,5,5,1,2
5744,3,1,0,1,1
5745,3,1,1,4,1
5746,0,1,5,5,2
5747,3,1,0,5,1
5748,0,0,0,2,0
5749,3,4,0,1,0
5750,1,0,1,4,2
5751,2,1,0,1,0
5752,3,1,0,5,1
5753,2,1,4,0,3
5754,3,1,0,5,1
5755,3,4,0,5,0
5756,0,4,3,3,2
5757,1,2,2,1,4
5758,0,4,3,2,2
5759,3,3,4,5,3
5760,2,5,4,1,3
5761,0,1,1,4,2
5762,3,4,3,5,1
5763,0,3,3,1,2
5764,3,5,5,1,3
5765,0,1,0,5,0
5766,3,0,1,0,1
5767,0,4,1,4,2
5768,3,0,1,5,1
5769,3,2,2,4,4
5770,0,1,1,3,2
5771,0,1,0,5,0
5772,3,4,1,3,1
5773,3,0,1,4,1
5774,3,2,2,3,4
5775,3,2,2,2,4
5776,3,1,1,1,1
5777,4,0,0,5,0
5778,3,2,2,4,4
5779,3,2,2,1,4
5780,0,1,0,1,0
5781,0,1,0,1,0
5782,3,2,2,4,4
5783,3,0,1,3,1
5784,1,1,1,3,2
5785,0,2,2,4,4
5786,3,1,1,3,1
5787,3,0,3,1,1
5788,0,1,0,1,0
5789,3,2,2,4,4
5790,1,0,0,1,0
5791,3,4,0,0,0
5792,3,1,4,1,1
5793,2,0,1,4,2
5794,3,1,0,5,1
5795,0,5,4,3,3
5796,3,0,3,3,1
5797,3,0,3,4,1
5798,3,0,1,0,1
5799,0,4,0,1,0
5800,3,5,4,1,3
5801,0,0,5,3,2
5802,3,0,3,4,1
5803,0,1,0,1,0
5804,3,2,2,4,4
5805,3,4,3,2,1
5806,3,1,0,0,1
5807,0,5,5,2,2
5808,0,1,3,1,2
5809,0,1,0,1,0
5810,3,1,5,5,1
5811,0,3,0,2,0
5812,2,0,1,4,2
5813,1,4,0,1,0
5814,0,1,0,1,0
5815,3,1,0,3,1
5816,2,1,5,5,2
5817,3,4,3,0,1
5818,3,0,0,5,0
5819,0,1,0,5,0
5820,1,2,2,1,4
5821,3,5,4,1,3
5822,3,1,5,1,1
5823,2,3,0,5,0
5824,3,4,0,2,0
5825,3,1,0,1,1
5826,1,1,4,1,3
5827,3,1,0,2,1
5828,3,1,0,2,1
5829,0,0,1,2,2
5830,3,0,0,5,0
5831,0,1,0,5,0
5832,0,5,4,1,3
5833,1,5,4,1,3
5834,3,0,0,3,0
5835,0,1,0,3,0
5836,3,0,5,5,1
5837,3,1,1,3,1
5838,0,1,1,4,2
5839,1,4,0,1,0
5840,1,3,4,5,3
5841,3,0,3,5,1
5842,2,1,0,0,0
5843,0,4,0,0,0
5844,3,2,2,4,4
5845,2,0,3,2,2
5846,2,0,1,0,2
5847,3,2,2,4,4
5848,0,5,4,0,3
5849,3,4,1,4,1
5850,0,1,0,1,0
5851,3,1,0,1,1
5852,0,1,3,2,2
5853,3,4,3,1,1
5854,3,4,1,4,1
5855,0,1,5,2,2
5856,4,3,4,5,3
5857,3,2,2,4,4
5858,3,0,0,1,0
5859,0,1,3,1,2
5860,3,0,0,0,0
5861,3,0,1,0,1
5862,0,2,2,4,4
5863,3,0,0,5,0
5864,3,5,4,0,3
5865,5,4,3,0,2
5866,3,3,0,0,0
5867,0,1,0,1,0
5868,3,0,5,2,1
5869,5,1,0,1,0
5870,2,5,4,5,3
5871,3,0,0,2,0
5872,3,1,0,0,1
5873,3,1,1,0,1
5874,0,2,2,4,4
5875,3,0,0,3,0
5876,3,1,0,5,1
5877,0,1,4,1,2
5878,3,1,1,3,1
5879,0,0,3,2,2
5880,3,3,3,5,1
5881,0,2,2,3,4
5882,1,1,3,1,2
5883,3,1,3,1,1
5884,3,1,1,3,1
5885,5,1,5,3,2
5886,0,0,3,3,2
5887,0,4,0,0,0
5888,3,0,1,4,1
5889,3,4,0,0,0
5890,3,0,3,0,1
5891,3,0,0,5,0
5892,0,3,4,2,3
5893,3,1,5,0,1
5894,4,0,0,2,0
5895,3,1,0,0,1
5896,2,1,3,3,2
5897,1,1,0,3,0
5898,3,1,3,3,1
5899,3,1,5,2,1
5900,3,3,0,1,0
5901,5,0,0,3,0
5902,2,0,4,5,3
5903,4,3,4,5,3
5904,3,0,1,4,1
5905,3,0,1,0,1
5906,3,1,0,3,1
5907,1,0,5,0,2
5908,3,4,0,0,0
5909,3,4,3,0,1
5910,5,0,0,3,0
5911,0,0,0,5,0
5912,3,4,1,2,1
5913,3,4,0,5,0
5914,0,1,3,2,2
5915,3,0,3,0,1
5916,3,1,5,5,1
5917,3,1,3,0,1
5918,0,1,0,1,0
5919,3,2,2,2,4
5920,2,4,5,0,2
5921,0,5,5,3,2
5922,0,1,3,3,2
5923,1,3,4,5,3
5924,0,3,3,0,2
5925,2,1,5,0,2
5926,3,0,4,2,3
5927,1,0,0,3,0
5928,0,1,0,2,0
5929,3,5,5,0,3
5930,0,0,5,5,2
5931,0,0,1,4,2
5932,0,1,0,2,0
5933,1,0,5,0,2
5934,3,1,1,4,1
5935,2,3,1,4,2
5936,2,3,5,1,2
5937,0,1,5,5,2
5938,3,0,0,2,0
5939,3,2,2,4,4
5940,3,4,1,5,1
5941,3,2,2,4,4
5942,3,4,3,1,1
5943,1,0,3,4,2
5944,3,4,3,1,1
5945,1,0,1,1,2
5946,3,4,3,4,1
5947,0,4,0,5,0
5948,3,5,4,1,3
5949,3,4,5,0,1
5950,3,1,3,3,1
5951,3,4,5,5,1
5952,3,0,0,5,0
5953,3,0,0,3,0
5954,3,3,0,0,0
5955,1,0,1,1,2
5956,3,0,1,4,1
5957,0,1,1,0,2
5958,3,4,1,3,1
5959,3,5,4,5,3
5960,3,1,3,5,1
5961,5,1,5,2,2
5962,1,3,2,4,4
5963,3,4,1,4,1
5964,0,1,0,0,0
5965,3,1,3,0,1
5966,3,1,4,3,1
5967,3,3,3,0,1
5968,0,1,5,5,2
5969,0,2,2,4,4
5970,2,0,1,2,2
5971,0,1,0,5,0
5972,5,1,1,2,2
5973,0,1,5,5,2
5974,3,0,0,1,0
5975,2,1,5,2,2
5976,3,3,1,2,1
5977,2,2,2,4,4
5978,3,1,0,2,1
5979,3,0,5,1,1
5980,0,5,4,3,3
5981,0,1,0,5,0
5982,0,1,4,3,2
5983,3,2,2,4,4
5984,0,0,0,5,0
5985,3,1,5,2,1
5986,3,0,0,5,0
5987,2,0,1,0,2
5988,3,5,4,1,3
5989,3,1,0,1,1
5990,1,2,2,4,4
5991,0,4,3,0,2
5992,3,1,0,5,1
5993,2,1,3,5,2
5994,2,0,0,5,0
5995,2,0,0,5,0
5996,3,1,3,0,1
5997,0,2,2,4,4
5998,3,0,3,5,1
5999,0,2,2,4,4
6000,1,0,3,3,2
6001,0,1,3,4,2
6002,3,1,0,5,1
6003,0,4,1,2,2
6004,0,1,5,3,2
6005,3,1,0,5,1
6006,0,2,2,4,4
6007,3,1,3,3,1
6008,4,5,4,5,3
6009,1,2,2,3,4
6010,3,2,2,4,4
6011,3,3,2,4,4
6012,2,4,0,0,0
6013,1,5,4,5,3
6014,3,2,2,4,4
6015,1,2,2,4,4
6016,5,0,1,0,2
6017,0,2,2,3,4
6018,0,1,3,1,2
6019,5,2,2,4,4
6020,0,0,3,4,2
6021,0,1,1,3,2
6022,0,1,5,2,2
6023,0,5,4,1,3
6024,3,5,4,3,3
6025,0,1,5,2,2
6026,2,0,0,0,0
6027,3,4,3,5,1
6028,3,0,0,5,0
6029,3,0,0,3,0
6030,3,1,3,3,1
6031,3,0,5,2,1
6032,3,2,2,4,4
6033,0,4,3,3,2
6034,0,1,5,1,2
6035,1,2,2,3,4
6036,3,4,0,1,0
6037,0,1,1,1,2
6038,3,1,0,3,1
6039,3,1,0,3,1
6040,2,2,2,2,4
6041,1,0,1,0,2
6042,3,1,0,0,1
6043,3,3,3,3,1
6044,0,3,5,2,2
6045,3,2,2,4,4
6046,3,0,0,5,0
6047,3,5,4,3,3
6048,3,1,4,0,1
6049,3,2,2,3,4
6050,3,0,3,0,1
6051,3,4,3,5,1
6052,0,0,3,0,2
6053,3,4,0,3,0
6054,3,2,2,4,4
6055,3,4,4,5,3
6056,3,3,1,3,1
6057,3,0,4,0,3
6058,0,1,5,3,2
6059,3,0,1,0,1
6060,3,0,1,4,1
6061,3,0,0,5,0
6062,3,1,5,2,1
6063,0,2,2,4,4
6064,5,4,1,5,2
6065,0,4,5,0,2
6066,3,0,3,0,1
6067,1,1,4,0,3
6068,0,4,0,0,0
6069,3,4,1,3,1
6070,0,1,0,3,0
6071,3,4,0,0,0
6072,0,1,5,5,2
6073,3,4,0,0,0
6074,2,1,0,3,0
6075,1,5,4,5,3
6076,3,0,1,2,1
6077,3,1,1,0,1
6078,3,1,1,4,1
6079,2,4,0,0,0
6080,0,4,3,0,2
6081,3,5,4,2,3
6082,3,4,0,0,0
6083,3,3,0,1,0
6084,0,1,0,0,0
6085,1,0,0,0,0
6086,3,1,1,4,1
6087,3,1,3,3,1
6088,3,1,1,2,1
6089,2,0,0,5,0
6090,3,2,2,3,4
6091,0,0,1,2,2
6092,3,1,3,3,1
6093,3,2,2,4,4
6094,0,0,5,2,2
6095,0,4,1,0,2
6096,4,0,3,3,2
6097,0,1,0,5,0
6098,0,4,3,1,2
6099,3,4,5,1,1
6100,3,5,4,3,3
6101,1,3,1,5,2
6102,3,3,4,5,3
6103,3,0,3,2,1
6104,3,1,1,2,1
6105,3,5,4,5,3
6106,1,0,3,1,2
6107,1,0,0,1,0
6108,4,3,0,1,0
6109,3,3,4,5,3
6110,0,1,0,5,0
6111,3,1,3,2,1
6112,3,1,1,1,1
6113,1,1,3,1,2
6114,3,1,0,1,1
6115,3,1,0,1,1
6116,0,1,1,3,2
6117,0,1,1,1,2
6118,2,0,1,4,2
6119,3,1,0,2,1
6120,3,4,5,5,1
6121,1,3,1,3,2
6122,3,2,2,1,4
6123,3,3,0,5,0
6124,3,1,3,1,1
6125,0,0,1,3,2
6126,3,0,0,1,0
6127,0,1,3,2,2
6128,3,4,0,2,0
6129,3,1,0,5,1
6130,5,1,1,1,2
6131,1,1,0,5,0
6132,3,1,3,1,1
6133,0,2,2,4,4
6134,1,4,0,0,0
6135,2,1,0,5,0
6136,1,1,5,1,2
6137,3,5,4,5,3
6138,0,2,2,4,4
6139,5,2,2,3,4
6140,2,1,1,3,2
6141,3,4,1,4,1
6142,1,1,1,2,2
6143,2,2,2,4,4
6144,2,4,0,3,0
6145,3,0,0,5,0
6146,0,1,3,3,2
6147,3,1,0,5,1
6148,3,1,3,1,1
6149,0,0,1,3,2
6150,0,1,5,1,2
6151,3,1,1,5,1
6152,2,1,1,1,2
6153,3,1,5,5,1
6154,1,3,0,1,0
6155,0,1,0,1,0
6156,3,3,3,5,1
6157,0,1,0,3,0
6158,0,1,3,5,2
6159,3,3,0,5,0
6160,0,0,1,4,2
6161,0,1,5,1,2
6162,0,1,1,4,2
6163,3,0,1,3,1
6164,0,5,5,1,2
6165,3,1,0,5,1
6166,3,4,5,5,1
6167,3,4,3,1,1
6168,0,0,0,3,0
6169,0,4,0,1,0
6170,3,1,0,5,1
6171,2,0,0,1,0
6172,3,3,1,4,1
6173,0,0,4,1,3
6174,3,1,0,5,1
6175,0,4,1,4,2
6176,2,4,0,5,0
6177,1,4,0,3,0
6178,2,1,5,2,2
6179,0,0,5,1,2
6180,2,1,1,4,2
6181,3,1,0,1,1
6182,5,1,0,1,0
6183,0,1,3,1,2
6184,3,1,1,3,1
6185,3,1,0,5,1
6186,0,4,0,5,0
6187,2,3,0,1,0
6188,0,1,1,3,2
6189,0,1,0,5,0
6190,0,1,1,4,2
6191,3,2,2,3,4
6192,0,1,3,3,2
6193,3,1,3,5,1
6194,0,1,0,1,0
6195,3,0,0,5,0
6196,0,4,5,1,2
6197,0,1,1,4,2
6198,3,1,0,5,1
6199,3,5,3,5,1
6200,3,1,0,5,1
6201,4,1,5,0,2
6202,3,0,1,2,1
6203,0,1,5,1,2
6204,3,1,0,0,1
6205,3,1,0,1,1
6206,0,1,0,3,0
6207,0,1,0,2,0
6208,0,1,0,5,0
6209,2,0,5,1,2
6210,3,5,4,3,3
6211,3,1,1,0,1
6212,3,0,0,0,0
6213,0,4,0,3,0
6214,0,1,5,0,2
6215,0,4,3,3,2
6216,0,1,3,1,2
6217,3,0,0,1,0
6218,5,1,3,5,2
6219,3,0,1,4,1
6220,0,1,1,4,2
6221,3,1,0,5,1
6222,3,2,2,2,4
6223,0,1,5,1,2
6224,0,5,4,0,3
6225,0,1,0,1,0
6226,0,4,0,3,0
6227,0,1,3,2,2
6228,1,1,1,1,2
6229,0,1,0,5,0
6230,1,1,3,4,2
6231,3,1,0,0,1
6232,0,0,0,5,0
6233,3,2,2,4,4
6234,1,3,0,5,0
6235,3,5,4,1,3
6236,3,5,4,1,3
6237,3,2,2,4,4
6238,1,2,2,4,4
6239,0,5,4,1,3
6240,0,1,4,0,2
6241,0,5,4,0,3
6242,1,0,3,3,2
6243,0,1,1,4,2
6244,3,1,0,0,1
6245,3,1,0,2,1
6246,3,2,2,4,4
6247,3,0,4,2,3
6248,3,2,2,3,4
6249,3,3,1,3,1
6250,0,1,3,3,2
6251,3,2,2,4,4
6252,3,5,4,2,3
6253,3,1,4,0,1
6254,5,3,2,4,4
6255,0,4,3,1,2
6256,3,2,2,4,4
6257,3,1,1,4,1
6258,3,2,2,1,4
6259,2,3,4,5,3
6260,0,3,0,5,0
6261,0,4,5,5,2
6262,0,2,2,2,4
6263,0,2,2,1,4
6264,0,4,1,4,2
6265,3,1,5,1,1
6266,1,0,5,3,2
6267,3,3,2,4,4
6268,0,4,3,3,2
6269,3,1,1,4,1
6270,3,0,4,5,3
6271,3,3,4,5,3
6272,3,4,1,4,1
6273,2,4,0,0,0
6274,3,1,0,5,1
6275,3,1,5,1,1
6276,0,1,3,1,2
6277,0,3,1,4,2
6278,0,1,3,1,2
6279,0,3,1,4,2
6280,2,5,5,5,3
6281,1,2,2,4,4
6282,0,2,2,4,4
6283,0,0,5,5,2
6284,0,1,0,1,0
6285,2,5,4,1,3
6286,3,1,3,0,1
6287,2,5,4,5,3
6288,3,1,0,1,1
6289,3,0,5,5,1
6290,0,3,0,1,0
6291,3,1,4,2,1
6292,3,1,0,3,1
6293,1,5,4,0,3
6294,0,2,2,2,4
6295,0,3,1,3,2
6296,0,1,3,3,2
6297,0,2,2,4,4
6298,2,0,0,1,0
6299,3,2,2,3,4
6300,3,0,0,5,0
6301,3,2,2,4,4
6302,0,4,0,1,0
6303,2,3,0,1,0
6304,1,0,5,3,2
6305,3,2,2,3,4
6306,2,5,4,1,3
6307,0,1,5,5,2
6308,3,1,0,5,1
6309,1,1,1,4,2
6310,0,1,3,5,2
6311,3,1,3,3,1
6312,0,1,0,0,0
6313,3,0,0,5,0
6314,3,2,2,4,4
6315,0,1,3,3,2
6316,0,1,5,4,2
6317,3,2,2,0,4
6318,1,2,2,3,4
6319,3,0,3,0,1
6320,0,3,0,3,0
6321,0,1,3,3,2
6322,3,4,5,3,1
6323,0,4,0,5,0
6324,3,5,4,5,3
6325,3,2,2,1,4
6326,3,0,5,3,1
6327,0,2,2,4,4
6328,3,3,1,0,1
6329,3,1,1,0,1
6330,3,1,0,3,1
6331,2,2,2,3,4
6332,3,0,1,0,1
6333,4,1,0,2,0
6334,0,1,0,3,0
6335,3,0,1,4,1
6336,3,2,2,4,4
6337,1,0,0,5,0
6338,1,1,1,0,2
6339,5,5,4,1,3
6340,0,1,5,3,2
6341,0,1,3,0,2
6342,5,3,2,3,4
6343,3,1,1,3,1
6344,3,0,0,0,0
6345,0,4,0,0,0
6346,3,2,2,4,4
6347,1,2,2,3,4
6348,2,5,4,1,3
6349,0,2,2,4,4
6350,2,0,0,0,0
6351,0,4,3,3,2
6352,3,4,4,1,3
6353,0,1,0,1,0
6354,0,1,1,5,2
6355,0,1,1,0,2
6356,3,3,0,2,0
6357,0,1,5,5,2
6358,3,0,0,1,0
6359,3,1,3,3,1
6360,1,1,3,3,2
6361,2,0,5,5,2
6362,3,0,3,3,1
6363,0,0,0,1,0
6364,0,1,0,5,0
6365,3,2,2,4,4
6366,3,4,3,1,1
6367,3,0,5,2,1
6368,0,0,0,5,0
6369,2,3,0,5,0
6370,0,1,5,5,2
6371,3,1,1,2,1
6372,5,3,0,1,0
6373,3,1,0,5,1
6374,1,0,5,3,2
6375,3,1,3,1,1
6376,3,4,4,3,1
6377,1,1,0,5,0
6378,0,3,5,1,2
6379,1,2,2,4,4
6380,3,1,5,1,1
6381,3,2,2,3,4
6382,1,1,3,3,2
6383,1,4,3,5,2
6384,0,1,1,3,2
6385,1,4,0,3,0
6386,3,0,1,1,1
6387,0,3,0,5,0
6388,5,1,5,5,2
6389,3,1,1,4,1
6390,3,5,4,0,3
6391,2,0,0,2,0
6392,3,1,1,4,1
6393,0,5,4,0,3
6394,3,1,3,5,1
6395,3,1,3,1,1
6396,3,1,0,2,1
6397,3,5,4,5,3
6398,3,2,2,4,4
6399,3,5,4,5,3
6400,3,0,1,0,1
6401,3,4,3,2,1
6402,2,1,0,3,0
6403,3,1,0,0,1
6404,0,4,0,1,0
6405,0,1,0,1,0
6406,3,1,0,5,1
6407,0,3,0,5,0
6408,0,0,1,2,2
6409,1,0,3,0,2
6410,3,4,0,2,0
6411,1,0,1,2,2
6412,0,1,0,5,0
6413,3,1,1,1,1
6414,1,4,1,1,2
6415,3,2,2,4,4
6416,1,3,1,3,2
6417,3,0,3,5,1
6418,3,1,0,2,1
6419,3,1,3,3,1
6420,3,4,3,5,1
6421,0,3,0,3,0
6422,3,4,0,2,0
6423,1,2,2,3,4
6424,3,1,1,3,1
6425,3,2,2,3,4
6426,0,1,4,0,2
6427,0,1,5,4,2
6428,3,5,4,5,3
6429,1,0,1,3,2
6430,3,5,4,0,3
6431,1,1,1,0,2
6432,3,0,0,0,0
6433,3,4,0,0,0
6434,0,3,1,3,2
6435,0,0,1,2,2
6436,3,4,0,5,0
6437,3,3,4,5,3
6438,0,4,4,0,3
6439,3,2,2,4,4
