index,categorie_hdv,category_philo_y,category_educ_y,category_body,category_gen
31619,0,1,5,5,2
31620,1,5,4,0,3
31621,0,4,0,0,0
31622,3,0,3,0,1
31623,3,5,4,2,3
31624,2,1,0,1,0
31625,3,1,3,5,1
31626,3,0,4,5,3
31627,0,4,0,0,0
31628,2,3,0,0,0
31629,3,0,3,5,1
31630,3,4,0,2,0
31631,0,3,3,0,2
31632,2,5,4,5,3
31633,1,5,4,1,3
31634,3,1,0,5,1
31635,1,1,3,1,2
31636,3,3,1,5,1
31637,3,2,2,1,4
31638,0,5,4,5,3
31639,1,1,1,1,2
31640,3,4,1,3,1
31641,0,1,5,5,2
31642,1,0,3,0,2
31643,4,1,3,0,2
31644,3,2,2,3,4
31645,3,3,4,2,3
31646,0,2,2,4,4
31647,0,1,1,1,2
31648,3,1,1,4,1
31649,5,2,2,3,4
31650,3,3,3,5,1
31651,0,1,5,2,2
31652,3,5,4,5,3
31653,0,0,0,5,0
31654,0,1,1,5,2
31655,3,1,0,1,1
31656,2,4,4,1,3
31657,3,1,1,1,1
31658,3,1,5,3,1
31659,5,4,3,1,2
31660,0,4,1,3,2
31661,1,1,1,0,2
31662,3,1,0,1,1
31663,3,5,4,5,3
31664,3,0,0,3,0
31665,3,5,4,5,3
31666,0,1,5,0,2
31667,0,1,0,0,0
31668,3,2,2,1,4
31669,3,0,3,5,1
31670,0,2,2,4,4
31671,3,4,1,3,1
31672,0,1,1,3,2
31673,0,1,5,3,2
31674,3,5,4,0,3
31675,0,3,0,1,0
31676,0,1,0,3,0
31677,3,1,3,1,1
31678,3,2,2,4,4
31679,2,1,0,2,0
31680,0,4,0,5,0
31681,3,4,3,1,1
31682,3,1,3,1,1
31683,1,4,3,3,2
31684,3,0,5,1,1
31685,0,5,4,1,3
31686,0,1,0,1,0
31687,0,2,2,1,4
31688,3,3,1,3,1
31689,0,1,0,5,0
31690,3,0,0,1,0
31691,2,3,4,5,3
31692,3,0,3,5,1
31693,2,1,5,3,2
31694,0,1,0,1,0
31695,3,0,3,2,1
31696,1,4,4,3,3
31697,1,0,3,4,2
31698,3,5,4,3,3
31699,1,1,3,5,2
31700,3,3,1,1,1
31701,3,3,3,0,1
31702,3,1,1,4,1
31703,3,4,0,5,0
31704,3,4,3,1,1
31705,0,0,0,1,0
31706,0,3,0,3,0
31707,0,1,5,0,2
31708,0,0,0,3,0
31709,3,2,2,1,4
31710,0,5,5,5,2
31711,0,1,5,2,2
31712,3,2,2,4,4
31713,3,1,1,1,1
31714,3,0,3,3,1
31715,1,1,1,4,2
31716,1,5,4,1,3
31717,0,1,0,5,0
31718,3,1,3,0,1
31719,3,4,0,5,0
31720,0,1,0,5,0
31721,0,1,3,1,2
31722,0,1,0,5,0
31723,1,2,2,3,4
31724,0,4,5,1,2
31725,2,0,5,5,2
31726,2,0,0,5,0
31727,1,5,4,0,3
31728,3,4,3,3,1
31729,3,1,0,5,1
31730,3,1,0,5,1
31731,3,5,4,5,3
31732,2,5,4,5,3
31733,1,2,2,2,4
31734,3,0,0,3,0
31735,2,5,4,0,3
31736,3,1,0,1,1
31737,3,2,2,4,4
31738,0,1,0,1,0
31739,1,2,2,4,4
31740,3,0,0,0,0
31741,3,0,5,1,1
31742,0,0,0,5,0
31743,0,0,3,2,2
31744,4,3,0,2,0
31745,2,1,0,5,0
31746,3,0,0,2,0
31747,2,5,4,0,3
31748,3,1,1,2,1
31749,3,0,1,2,1
31750,3,1,0,1,1
31751,3,1,1,3,1
31752,0,1,5,3,2
31753,0,1,0,1,0
31754,0,2,2,3,4
31755,0,4,3,4,2
31756,0,0,3,1,2
31757,3,0,0,3,0
31758,3,4,0,0,0
31759,3,1,5,5,1
31760,3,1,1,4,1
31761,3,5,4,2,3
31762,0,3,0,0,0
31763,0,4,1,0,2
31764,0,3,5,4,2
31765,0,0,1,3,2
31766,3,2,2,4,4
31767,0,1,0,1,0
31768,3,1,5,3,1
31769,3,1,3,0,1
31770,3,2,2,4,4
31771,3,1,0,3,1
31772,2,4,0,3,0
31773,0,1,5,2,2
31774,2,5,4,5,3
31775,3,1,1,2,1
31776,1,3,4,0,3
31777,3,2,2,4,4
31778,3,3,0,0,0
31779,0,5,4,1,3
31780,5,0,5,3,2
31781,0,0,0,5,0
31782,0,4,5,1,2
31783,3,5,4,5,3
31784,2,2,2,3,4
31785,1,1,1,1,2
31786,0,0,3,5,2
31787,3,4,1,5,1
31788,3,1,3,1,1
31789,3,2,2,4,4
31790,0,1,0,5,0
31791,3,1,3,5,1
31792,1,1,3,3,2
31793,1,0,3,3,2
31794,3,3,4,0,3
31795,3,2,2,4,4
31796,0,2,2,4,4
31797,5,0,0,5,0
31798,0,1,0,5,0
31799,0,4,5,5,2
31800,3,1,5,5,1
31801,3,0,0,5,0
31802,3,5,4,0,3
31803,0,1,1,3,2
31804,1,1,0,5,0
31805,0,5,5,1,2
31806,3,1,5,5,1
31807,0,1,1,1,2
31808,0,1,5,5,2
31809,0,1,5,5,2
31810,3,0,0,1,0
31811,3,1,3,4,1
31812,3,1,0,2,1
31813,4,3,0,5,0
31814,0,0,0,3,0
31815,0,3,0,5,0
31816,0,1,3,5,2
31817,3,1,1,3,1
31818,3,2,2,4,4
31819,0,2,2,3,4
31820,3,1,0,5,1
31821,0,5,5,0,2
31822,3,3,0,2,0
31823,0,0,1,3,2
31824,0,5,5,5,2
31825,0,4,0,1,0
31826,3,1,1,4,1
31827,0,1,0,5,0
31828,2,1,0,3,0
31829,3,1,3,5,1
31830,3,0,0,5,0
31831,3,4,4,2,3
31832,2,3,0,5,0
31833,1,5,4,1,3
31834,3,0,3,3,1
31835,0,1,0,0,0
31836,2,3,0,5,0
31837,0,1,3,2,2
31838,3,4,0,5,0
31839,3,0,1,3,1
31840,3,0,3,4,1
31841,3,2,2,1,4
31842,3,0,3,1,1
31843,1,5,4,2,3
31844,0,5,4,1,3
31845,1,3,3,0,2
31846,0,0,1,3,2
31847,0,1,5,1,2
31848,0,1,1,4,2
31849,0,1,5,5,2
31850,0,1,3,5,2
31851,3,0,0,0,0
31852,3,4,0,0,0
31853,5,0,1,4,2
31854,0,1,5,0,2
31855,0,1,5,2,2
31856,2,5,5,0,3
31857,3,4,1,4,1
31858,3,4,1,4,1
31859,0,1,0,0,0
31860,0,0,1,3,2
31861,0,2,2,4,4
31862,3,1,0,2,1
31863,5,5,5,0,3
31864,0,0,3,0,2
31865,3,1,1,5,1
31866,3,2,2,3,4
31867,3,0,0,3,0
31868,0,2,2,4,4
31869,3,3,3,3,1
31870,0,1,0,3,0
31871,2,1,1,1,2
31872,3,5,4,0,3
31873,0,1,0,1,0
31874,0,5,4,5,3
31875,0,0,4,5,3
31876,3,1,5,5,1
31877,5,1,3,3,2
31878,0,3,5,5,2
31879,0,3,0,1,0
31880,3,1,5,1,1
31881,0,1,0,3,0
31882,0,5,4,1,3
31883,0,1,3,5,2
31884,3,0,1,4,1
31885,3,1,5,3,1
31886,0,2,2,4,4
31887,3,1,5,1,1
31888,1,1,3,1,2
31889,0,4,0,2,0
31890,3,1,0,5,1
31891,0,1,5,3,2
31892,0,4,0,3,0
31893,3,4,3,5,1
31894,3,2,2,4,4
31895,0,1,1,0,2
31896,0,0,5,3,2
31897,0,1,0,1,0
31898,3,2,2,4,4
31899,0,1,0,2,0
31900,0,1,1,3,2
31901,4,1,0,3,0
31902,3,1,0,5,1
31903,0,1,1,1,2
31904,4,5,4,2,3
31905,0,2,2,4,4
31906,2,1,0,3,0
31907,3,4,3,1,1
31908,0,1,5,5,2
31909,3,4,1,1,1
31910,3,1,0,3,1
31911,3,0,3,1,1
31912,3,2,2,3,4
31913,0,5,5,2,2
31914,0,4,1,4,2
31915,3,4,1,0,1
31916,0,5,4,0,3
31917,0,1,5,1,2
31918,3,1,3,2,1
31919,3,2,2,4,4
31920,3,2,2,4,4
31921,3,0,1,0,1
31922,3,4,3,2,1
31923,3,4,1,2,1
31924,2,4,0,2,0
31925,0,0,1,1,2
31926,1,0,0,1,0
31927,0,4,3,1,2
31928,3,2,2,4,4
31929,0,1,0,3,0
31930,3,1,3,1,1
31931,0,1,0,1,0
31932,5,2,2,4,4
31933,3,1,0,3,1
31934,0,1,0,5,0
31935,3,2,2,4,4
31936,3,5,4,5,3
31937,0,1,0,1,0
31938,2,0,1,1,2
31939,2,5,4,5,3
31940,3,2,2,2,4
31941,3,0,0,5,0
31942,0,1,0,2,0
31943,3,1,5,1,1
31944,0,0,0,5,0
31945,3,0,0,5,0
31946,0,5,4,5,3
31947,3,2,2,2,4
31948,3,2,2,4,4
31949,3,2,2,4,4
31950,0,1,0,1,0
31951,0,1,5,1,2
31952,0,1,0,5,0
31953,2,0,0,0,0
31954,0,3,0,0,0
31955,3,0,0,3,0
31956,3,1,1,1,1
31957,3,5,4,5,3
31958,3,0,1,4,1
31959,3,1,5,5,1
31960,3,1,4,5,1
31961,2,1,0,1,0
31962,3,0,1,4,1
31963,1,1,5,1,2
31964,0,1,1,0,2
31965,3,4,0,3,0
31966,0,1,0,0,0
31967,0,2,2,2,4
31968,0,1,1,1,2
31969,1,1,0,5,0
31970,3,1,3,4,1
31971,0,2,2,4,4
31972,0,1,3,1,2
31973,2,1,1,4,2
31974,0,1,3,1,2
31975,0,1,1,2,2
31976,0,1,0,3,0
31977,3,0,0,5,0
31978,2,2,2,4,4
31979,3,4,0,0,0
31980,3,0,0,0,0
31981,3,0,3,4,1
31982,3,2,2,2,4
31983,1,0,0,5,0
31984,3,0,0,5,0
31985,0,0,5,4,2
31986,2,0,0,0,0
31987,3,3,5,5,1
31988,3,1,1,1,1
31989,0,1,0,0,0
31990,3,2,2,4,4
31991,3,2,2,2,4
31992,3,1,0,5,1
31993,3,0,0,1,0
31994,3,1,0,1,1
31995,2,5,4,1,3
31996,3,1,0,5,1
31997,2,5,4,2,3
31998,0,1,0,2,0
31999,0,1,1,3,2
32000,3,1,0,3,1
32001,3,1,0,1,1
32002,5,0,0,5,0
32003,3,1,3,3,1
32004,0,1,3,5,2
32005,3,5,4,0,3
32006,0,4,3,5,2
32007,3,2,2,2,4
32008,2,3,0,5,0
32009,0,2,2,3,4
32010,0,1,3,3,2
32011,3,2,2,3,4
32012,0,5,4,1,3
32013,3,5,5,5,3
32014,0,1,0,0,0
32015,3,4,0,1,0
32016,1,2,2,3,4
32017,3,2,2,3,4
32018,0,1,1,4,2
32019,3,3,3,2,1
32020,1,1,1,2,2
32021,0,1,3,2,2
32022,5,1,1,3,2
32023,3,0,3,4,1
32024,2,3,5,2,2
32025,0,0,1,0,2
32026,4,0,0,0,0
32027,3,4,5,1,1
32028,5,2,2,4,4
32029,2,1,0,0,0
32030,3,2,2,4,4
32031,3,3,3,2,1
32032,3,0,3,3,1
32033,3,2,2,3,4
32034,0,1,1,3,2
32035,0,4,0,5,0
32036,0,0,3,3,2
32037,0,1,0,1,0
32038,3,2,2,2,4
32039,0,1,3,3,2
32040,2,1,0,2,0
32041,5,4,5,3,2
32042,0,4,1,0,2
32043,3,2,2,4,4
32044,5,5,4,3,3
32045,3,2,2,4,4
32046,2,1,0,5,0
32047,0,4,0,5,0
32048,0,0,1,1,2
32049,0,1,4,3,2
32050,5,1,3,2,2
32051,3,1,1,3,1
32052,3,2,2,3,4
32053,0,1,3,0,2
32054,0,1,0,0,0
32055,0,2,2,4,4
32056,3,4,3,3,1
32057,0,3,0,2,0
32058,3,1,0,0,1
32059,2,5,4,5,3
32060,0,1,0,1,0
32061,3,1,5,5,1
32062,5,1,1,4,2
32063,0,1,0,5,0
32064,2,3,5,2,2
32065,3,1,1,3,1
32066,3,1,1,3,1
32067,2,4,0,5,0
32068,3,4,0,0,0
32069,3,4,0,5,0
32070,3,4,3,1,1
32071,5,1,3,4,2
32072,0,1,0,0,0
32073,0,5,4,2,3
32074,3,1,0,1,1
32075,0,1,5,5,2
32076,2,3,4,5,3
32077,3,0,0,5,0
32078,2,0,1,4,2
32079,3,3,1,4,1
32080,0,1,1,3,2
32081,0,1,5,1,2
32082,2,5,4,5,3
32083,3,0,1,4,1
32084,3,4,0,0,0
32085,0,4,1,1,2
32086,0,1,5,1,2
32087,0,1,0,1,0
32088,0,4,5,5,2
32089,0,0,0,5,0
32090,3,1,3,1,1
32091,3,4,0,1,0
32092,3,0,3,1,1
32093,5,2,2,3,4
32094,2,5,4,0,3
32095,3,3,3,5,1
32096,0,1,4,5,2
32097,3,2,2,3,4
32098,0,5,4,0,3
32099,3,2,2,3,4
32100,0,1,5,3,2
32101,3,0,1,2,1
32102,3,0,1,0,1
32103,2,5,5,2,3
32104,0,1,0,5,0
32105,0,1,0,2,0
32106,1,3,4,1,3
32107,0,2,2,4,4
32108,3,0,1,4,1
32109,0,1,3,1,2
32110,3,0,0,0,0
32111,0,1,1,5,2
32112,3,4,0,5,0
32113,3,2,2,3,4
32114,0,0,0,1,0
32115,0,1,0,0,0
32116,1,0,0,5,0
32117,1,1,5,1,2
32118,0,1,1,1,2
32119,1,4,0,5,0
32120,0,5,4,0,3
32121,3,1,0,0,1
32122,0,5,4,5,3
32123,0,1,5,0,2
32124,3,0,0,3,0
32125,3,1,5,3,1
32126,0,0,0,3,0
32127,3,4,1,0,1
32128,0,0,3,2,2
32129,0,4,1,1,2
32130,3,1,0,5,1
32131,3,1,3,0,1
32132,1,5,4,1,3
32133,0,0,0,0,0
32134,0,0,5,2,2
32135,0,2,2,3,4
32136,3,0,1,4,1
32137,0,1,3,5,2
32138,3,1,0,3,1
32139,3,0,3,3,1
32140,3,1,0,2,1
32141,3,1,0,5,1
32142,0,4,1,3,2
32143,3,1,5,3,1
32144,0,1,1,4,2
32145,2,1,0,1,0
32146,2,0,3,3,2
32147,0,4,0,0,0
32148,3,1,0,2,1
32149,4,1,0,5,0
32150,0,1,1,5,2
32151,3,3,0,5,0
32152,1,0,1,4,2
32153,2,4,1,3,2
32154,3,0,0,3,0
32155,2,3,0,2,0
32156,1,5,4,1,3
32157,1,1,1,4,2
32158,3,1,1,2,1
32159,2,5,4,5,3
32160,3,4,1,0,1
32161,3,0,1,2,1
32162,0,1,5,5,2
32163,2,1,5,5,2
32164,5,1,1,4,2
32165,2,1,5,5,2
32166,3,0,0,5,0
32167,3,2,2,4,4
32168,0,1,0,1,0
32169,3,1,0,3,1
32170,0,1,0,0,0
32171,3,0,1,4,1
32172,2,5,5,0,3
32173,4,1,0,3,0
32174,1,1,0,5,0
32175,0,1,4,5,2
32176,3,2,2,3,4
32177,3,1,3,1,1
32178,2,5,4,5,3
32179,3,1,3,3,1
32180,3,1,0,1,1
32181,0,2,2,3,4
32182,0,1,3,1,2
32183,3,1,0,1,1
32184,3,1,0,1,1
32185,0,0,5,0,2
32186,0,4,3,2,2
32187,0,1,1,3,2
32188,3,1,5,3,1
32189,0,1,3,3,2
32190,0,4,1,4,2
32191,1,3,3,1,2
32192,3,4,1,2,1
32193,0,5,4,1,3
32194,3,1,3,1,1
32195,0,1,5,3,2
32196,0,2,2,4,4
32197,0,1,4,0,2
32198,0,5,4,1,3
32199,1,5,4,5,3
32200,3,3,0,0,0
32201,1,1,5,1,2
32202,1,5,4,0,3
32203,0,0,0,1,0
32204,2,1,5,2,2
32205,2,1,0,1,0
32206,2,3,0,5,0
32207,5,1,0,3,0
32208,3,0,3,3,1
32209,0,1,0,1,0
32210,3,5,4,0,3
32211,3,4,1,3,1
32212,3,1,0,3,1
32213,3,1,1,3,1
32214,0,0,0,1,0
32215,3,0,0,2,0
32216,3,0,1,4,1
32217,5,1,0,1,0
32218,3,0,1,3,1
32219,0,4,1,3,2
32220,1,2,2,3,4
32221,2,1,0,5,0
32222,1,1,0,1,0
32223,0,1,3,3,2
32224,0,3,0,5,0
32225,3,2,2,3,4
32226,3,1,5,5,1
32227,3,5,4,0,3
32228,3,0,4,1,3
32229,2,3,5,0,2
32230,3,5,4,0,3
32231,3,0,0,5,0
32232,0,1,1,2,2
32233,0,3,3,4,2
32234,0,3,0,0,0
32235,3,5,4,5,3
32236,0,4,3,3,2
32237,5,2,2,3,4
32238,3,0,5,5,1
32239,0,0,3,3,2
32240,0,2,2,4,4
32241,0,1,0,0,0
32242,3,5,4,5,3
32243,5,1,1,3,2
32244,3,0,0,2,0
32245,2,0,1,4,2
32246,0,1,5,2,2
32247,3,0,3,4,1
32248,1,4,3,2,2
32249,0,0,5,2,2
32250,3,3,1,0,1
32251,0,1,3,3,2
32252,4,1,5,3,2
32253,3,0,1,4,1
32254,0,1,1,2,2
32255,3,0,0,0,0
32256,1,3,0,2,0
32257,2,0,0,0,0
32258,2,2,2,4,4
32259,0,3,3,0,2
32260,1,1,0,0,0
32261,0,1,5,1,2
32262,2,1,5,5,2
32263,3,1,0,1,1
32264,3,1,3,5,1
32265,2,1,0,5,0
32266,3,3,1,2,1
32267,3,2,2,1,4
32268,3,5,3,1,1
32269,0,0,1,2,2
32270,3,1,1,1,1
32271,1,2,2,4,4
32272,3,1,3,0,1
32273,3,2,2,1,4
32274,2,3,0,5,0
32275,3,4,1,3,1
32276,3,1,0,0,1
32277,3,1,0,5,1
32278,1,1,0,0,0
32279,3,1,0,1,1
32280,3,0,0,0,0
32281,3,4,3,5,1
32282,0,0,3,1,2
32283,3,1,0,1,1
32284,3,0,0,3,0
32285,0,1,5,5,2
32286,3,0,3,2,1
32287,0,5,4,2,3
32288,3,1,0,3,1
32289,3,0,1,2,1
32290,3,2,2,3,4
32291,1,0,4,1,3
32292,0,5,5,1,2
32293,3,0,5,1,1
32294,0,1,5,5,2
32295,3,1,0,3,1
32296,3,4,0,3,0
32297,3,2,2,3,4
32298,4,3,5,0,2
32299,5,3,3,5,2
32300,3,1,4,1,1
32301,3,5,4,3,3
32302,0,4,1,4,2
32303,3,4,4,5,3
32304,3,0,0,5,0
32305,5,2,2,4,4
32306,3,1,1,4,1
32307,0,1,0,3,0
32308,0,5,5,5,2
32309,1,0,0,3,0
32310,3,1,3,1,1
32311,0,2,2,1,4
32312,2,2,2,4,4
32313,4,1,3,5,2
32314,3,0,0,5,0
32315,3,1,1,2,1
32316,0,1,0,1,0
32317,0,1,5,3,2
32318,0,1,0,5,0
32319,0,2,2,4,4
32320,3,1,5,2,1
32321,3,2,2,4,4
32322,0,1,3,1,2
32323,3,2,2,3,4
32324,3,3,1,4,1
32325,3,1,0,1,1
32326,3,0,1,1,1
32327,0,1,5,1,2
32328,3,2,2,2,4
32329,3,0,3,3,1
32330,3,2,2,3,4
32331,2,5,4,1,3
32332,5,0,0,2,0
32333,3,2,2,4,4
32334,0,1,0,1,0
32335,3,1,5,3,1
32336,3,4,3,3,1
32337,2,1,1,2,2
32338,1,0,0,3,0
32339,0,5,5,0,2
32340,0,1,1,2,2
32341,0,1,0,3,0
32342,5,5,4,5,3
32343,3,2,2,2,4
32344,3,1,3,1,1
32345,3,0,1,3,1
32346,2,0,5,3,2
32347,0,5,4,5,3
32348,1,3,0,0,0
32349,0,0,1,1,2
32350,2,1,0,3,0
32351,3,4,1,1,1
32352,0,0,5,3,2
32353,0,1,1,2,2
32354,0,0,0,2,0
32355,0,5,4,3,3
32356,3,1,3,1,1
32357,3,4,3,1,1
32358,3,0,3,2,1
32359,3,1,0,0,1
32360,0,5,4,5,3
32361,0,4,4,1,3
32362,3,0,3,1,1
32363,3,2,2,1,4
32364,1,2,2,4,4
32365,0,1,0,2,0
32366,1,4,1,1,2
32367,3,5,4,0,3
32368,0,5,4,1,3
32369,2,4,0,2,0
32370,0,0,0,3,0
32371,1,1,4,0,3
32372,0,5,5,1,2
32373,3,0,1,3,1
32374,0,5,4,5,3
32375,3,2,2,1,4
32376,0,1,3,0,2
32377,0,4,1,1,2
32378,2,5,4,1,3
32379,3,1,0,5,1
32380,4,2,2,4,4
32381,3,3,0,5,0
32382,0,0,0,0,0
32383,0,1,3,0,2
32384,2,5,4,5,3
32385,3,0,3,3,1
32386,3,5,4,0,3
32387,0,5,4,3,3
32388,3,5,4,0,3
32389,0,1,5,2,2
32390,3,5,4,3,3
32391,3,2,2,4,4
32392,1,1,3,0,2
32393,0,1,0,2,0
32394,0,4,1,1,2
32395,0,4,0,1,0
32396,1,3,0,2,0
32397,3,1,1,1,1
32398,0,1,1,2,2
32399,0,0,4,1,3
32400,0,1,3,3,2
32401,3,4,0,3,0
32402,3,4,3,0,1
32403,2,4,1,1,2
32404,3,3,1,4,1
32405,3,0,4,5,3
32406,3,3,4,5,3
32407,2,0,1,3,2
32408,3,2,2,4,4
32409,0,5,4,1,3
32410,0,5,4,1,3
32411,3,1,1,3,1
32412,3,2,2,3,4
32413,0,4,0,1,0
32414,3,1,1,4,1
32415,2,4,1,1,2
32416,0,1,5,2,2
32417,3,4,5,0,1
32418,5,0,3,1,2
32419,3,4,3,3,1
32420,3,4,1,3,1
32421,0,1,1,5,2
32422,0,5,4,1,3
32423,2,5,4,0,3
32424,0,1,0,1,0
32425,0,1,3,1,2
32426,0,3,0,3,0
32427,3,2,2,4,4
32428,0,1,5,2,2
32429,3,1,3,1,1
32430,3,1,3,1,1
32431,0,0,1,1,2
32432,2,5,4,2,3
32433,0,1,1,2,2
32434,3,0,5,0,1
32435,3,1,0,1,1
32436,0,2,2,4,4
32437,2,4,1,5,2
32438,3,5,4,1,3
32439,0,1,0,5,0
32440,3,4,3,4,1
32441,5,4,0,3,0
32442,3,2,2,3,4
32443,2,1,5,5,2
32444,0,2,2,4,4
32445,1,2,2,3,4
32446,2,2,2,4,4
32447,3,2,2,1,4
32448,0,1,0,2,0
32449,3,1,0,3,1
32450,2,0,0,3,0
32451,3,1,5,1,1
32452,1,5,4,5,3
32453,3,4,3,4,1
32454,3,1,3,1,1
32455,3,1,0,3,1
32456,3,1,1,4,1
32457,3,2,2,4,4
32458,0,1,1,3,2
32459,3,1,0,3,1
32460,0,2,2,1,4
32461,0,1,3,1,2
32462,3,3,3,3,1
32463,0,1,0,1,0
32464,0,0,1,4,2
32465,3,2,2,4,4
32466,3,1,0,0,1
32467,1,1,3,3,2
32468,1,4,3,0,2
32469,3,4,1,1,1
32470,1,5,4,5,3
32471,3,0,1,4,1
32472,0,3,3,2,2
32473,3,0,1,3,1
32474,3,2,2,4,4
32475,0,0,0,1,0
32476,3,0,1,4,1
32477,0,2,2,1,4
32478,3,1,1,1,1
32479,4,3,1,4,2
32480,2,3,4,0,3
32481,3,2,2,4,4
32482,5,1,3,0,2
32483,3,3,3,5,1
32484,3,2,2,4,4
32485,2,1,1,3,2
32486,3,3,4,0,3
32487,3,5,4,0,3
32488,3,1,0,3,1
32489,3,0,1,3,1
32490,0,1,5,2,2
32491,3,5,4,5,3
32492,3,5,4,1,3
32493,0,2,2,1,4
32494,0,4,1,4,2
32495,3,5,4,0,3
32496,3,2,2,4,4
32497,3,0,1,3,1
32498,3,1,3,5,1
32499,3,2,2,3,4
32500,0,1,0,1,0
32501,0,1,3,1,2
32502,3,4,0,5,0
32503,3,2,2,4,4
32504,5,1,0,5,0
32505,3,1,0,0,1
32506,3,2,2,4,4
32507,3,2,2,4,4
32508,3,0,5,1,1
32509,5,1,0,5,0
32510,2,0,1,2,2
32511,3,2,2,2,4
32512,3,1,3,3,1
32513,0,4,3,3,2
32514,3,4,3,2,1
32515,0,2,2,1,4
32516,3,4,3,4,1
32517,1,4,3,1,2
32518,2,4,0,2,0
32519,3,1,5,3,1
32520,0,1,5,1,2
32521,3,1,0,0,1
32522,3,1,1,4,1
32523,0,0,0,2,0
32524,0,1,1,3,2
32525,5,1,3,1,2
32526,3,0,3,5,1
32527,3,1,5,0,1
32528,0,0,1,3,2
32529,0,2,2,2,4
32530,3,4,0,3,0
32531,0,1,3,0,2
32532,3,4,0,1,0
32533,0,1,0,1,0
32534,0,5,5,0,2
32535,0,5,5,1,2
32536,3,4,3,4,1
32537,0,3,0,5,0
32538,2,1,0,1,0
32539,0,4,1,4,2
32540,3,4,1,3,1
32541,3,1,3,1,1
32542,0,1,3,1,2
32543,3,5,4,5,3
32544,3,3,3,5,1
32545,1,1,0,0,0
32546,3,1,0,1,1
32547,3,1,3,0,1
32548,3,1,5,2,1
32549,3,2,2,3,4
32550,3,1,1,4,1
32551,1,5,4,5,3
32552,0,4,1,1,2
32553,3,4,0,5,0
32554,3,1,3,3,1
32555,3,1,3,1,1
32556,3,1,1,0,1
32557,3,4,1,4,1
32558,3,1,0,5,1
32559,3,4,1,1,1
32560,4,2,2,1,4
32561,0,1,0,3,0
32562,3,2,2,3,4
32563,3,1,0,5,1
32564,3,1,3,5,1
32565,3,1,3,0,1
32566,3,3,4,0,3
32567,3,0,3,1,1
32568,3,0,0,5,0
32569,0,1,0,5,0
32570,4,3,4,0,3
32571,1,0,0,2,0
32572,0,4,0,5,0
32573,3,1,3,1,1
32574,3,4,5,2,1
32575,0,0,3,1,2
32576,0,1,1,3,2
32577,5,1,1,3,2
32578,0,1,0,3,0
32579,2,0,4,5,3
32580,0,3,0,5,0
32581,3,1,1,3,1
32582,3,5,4,1,3
32583,1,2,2,1,4
32584,3,3,1,3,1
32585,3,0,1,3,1
32586,0,1,1,4,2
32587,0,1,5,3,2
32588,3,2,2,3,4
32589,0,2,2,4,4
32590,0,2,2,3,4
32591,0,1,0,3,0
32592,1,1,3,3,2
32593,3,4,1,4,1
32594,2,4,0,1,0
32595,3,2,2,1,4
32596,3,1,3,3,1
32597,3,1,0,1,1
32598,0,1,3,1,2
32599,3,3,0,1,0
32600,0,0,1,2,2
32601,0,5,4,1,3
32602,0,0,0,0,0
32603,0,2,2,4,4
32604,2,1,1,4,2
32605,0,0,0,1,0
32606,3,2,2,4,4
32607,3,1,1,2,1
32608,3,3,0,1,0
32609,3,0,4,0,3
32610,2,5,4,5,3
32611,3,2,2,3,4
32612,3,2,2,4,4
32613,0,4,1,0,2
32614,3,0,0,0,0
32615,3,0,1,1,1
32616,0,1,5,0,2
32617,3,2,2,3,4
32618,3,1,0,5,1
32619,3,1,1,1,1
32620,3,1,0,1,1
32621,2,1,0,5,0
32622,3,2,2,4,4
32623,3,2,2,4,4
32624,3,0,0,0,0
32625,0,2,2,3,4
32626,3,1,0,3,1
32627,2,1,5,3,2
32628,0,0,1,3,2
32629,0,2,2,4,4
32630,1,1,5,3,2
32631,3,1,5,3,1
32632,3,1,1,0,1
32633,4,1,3,5,2
32634,0,0,0,3,0
32635,3,1,0,1,1
32636,0,0,1,3,2
32637,0,1,5,3,2
32638,0,1,1,2,2
32639,0,1,5,1,2
32640,0,1,4,0,2
32641,3,0,5,1,1
32642,3,1,0,0,1
32643,1,0,5,1,2
32644,2,1,0,0,0
32645,3,4,0,3,0
32646,3,4,0,0,0
32647,3,1,1,4,1
32648,3,2,2,0,4
32649,3,1,1,2,1
32650,3,0,3,0,1
32651,0,4,4,5,3
32652,0,1,1,3,2
32653,0,0,1,0,2
32654,5,2,2,4,4
32655,3,3,1,1,1
32656,3,1,0,1,1
32657,0,1,1,4,2
32658,0,2,2,3,4
32659,0,1,5,2,2
32660,3,1,3,1,1
32661,3,0,1,0,1
32662,0,2,2,2,4
32663,3,4,1,1,1
32664,3,2,2,3,4
32665,3,2,2,3,4
32666,3,2,2,4,4
32667,5,5,4,5,3
32668,3,1,3,1,1
32669,1,0,4,0,3
32670,1,2,2,4,4
32671,0,3,0,0,0
32672,0,1,3,3,2
32673,3,2,2,3,4
32674,3,4,0,3,0
32675,3,1,1,3,1
32676,0,0,0,1,0
32677,0,1,0,1,0
32678,0,4,0,1,0
32679,0,2,2,4,4
32680,3,0,3,1,1
32681,0,1,5,2,2
32682,0,1,3,3,2
32683,3,4,0,3,0
32684,0,1,1,1,2
32685,3,2,2,4,4
32686,0,1,0,1,0
32687,0,0,1,4,2
32688,0,1,5,3,2
32689,3,1,3,4,1
32690,2,3,0,5,0
32691,2,0,1,0,2
32692,3,1,3,3,1
